"id","foreign_key_id","source","required_skill","skill_esco","is_new_skill","skill_type","reuselevel"
"16940","409730","kariera","WordPress","wordpress","0","knowledge","sector-specific"
"16941","409730","kariera","Drupal","drupal","0","knowledge","sector-specific"
"16942","409730","kariera","Open Source CMS","drupal","0","knowledge","sector-specific"
"16943","409730","kariera","JavaScript","javascript","0","knowledge","sector-specific"
"16944","409730","kariera","SEO principles and best practices","search engine optimisation","0","knowledge","sector-specific"
"16945","409731","kariera","Flexibility in problem management","deal with uncertainty","0","skill/competence","transversal"
"16946","409731","kariera","Adaptability in the working environment","adapt to changing situations","0","skill/competence","cross-sector"
"16947","409731","kariera","Supply and provision of high quality services","deliver outstanding service","0","skill/competence","cross-sector"
"16948","409731","kariera","Spirit of teamwork and cooperation","teamwork principles","0","knowledge","cross-sector"
"16949","409731","kariera","Careful appearance and cleanliness","maintain personal hygiene standards","0","skill/competence","cross-sector"
"16950","409731","kariera","Knowledge of Greek and English","greek","0","knowledge","transversal"
"16951","409732","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"16952","409732","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"16953","409732","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"16954","409733","kariera","Knowledge of basic gardening techniques and plants","horticultural design","0","knowledge","sector-specific"
"16955","409733","kariera","Knowledge of Greek and basic knowledge of English (optional)","greek","0","knowledge","transversal"
"16956","409734","kariera","Strong knowledge of various cooking techniques and international cuisines","use cooking techniques","0","skill/competence","sector-specific"
"16957","409734","kariera","Ability to work in a fast-paced environment and prioritize tasks effectively","prioritise tasks","0","skill/competence","cross-sector"
"16958","409734","kariera","Excellent communication and team skills","show social competences","0","skill/competence","cross-sector"
"16959","409734","kariera","Attention to details and commitment to delivering exceptional cultural experiences","demonstrate intercultural competences in hospitality services","0","skill/competence","sector-specific"
"16960","409734","kariera","Familiarity with food safety and sanitation regulations","comply with food safety and hygiene","0","skill/competence","cross-sector"
"16961","409735","kariera","Excellent knowledge of Greek language","greek","0","knowledge","transversal"
"16962","409735","kariera","Knowledge of English will be taken into account","english","0","knowledge","transversal"
"16963","409736","kariera","Product knowledge on the child clothing industry","manufacturing of children clothing","0","knowledge","sector-specific"
"16964","409736","kariera","MS Office","office software","0","knowledge","cross-sector"
"16965","409736","kariera","Windows","windows phone","0","knowledge","sector-specific"
"16966","409736","kariera","Good knowledge of the English language (vocal and written speech)","english","0","knowledge","transversal"
"16967","409736","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"16968","409736","kariera","English language proficiency","english","0","knowledge","transversal"
"16969","409737","kariera","Good knowledge of commercial accounting","accounting techniques","0","knowledge","cross-sector"
"16970","409737","kariera","Management training of financial statements","prepare financial statements","0","skill/competence","cross-sector"
"16971","409737","kariera","Greek standards","quality standards","0","knowledge","cross-sector"
"16972","409738","kariera","Good physical condition","provide fitness information","0","skill/competence","sector-specific"
"16973","409738","kariera","Mood for outdoor work","work in outdoor conditions","0","skill/competence","cross-sector"
"16974","409738","kariera","Knowledge of chemical cleaning and maintenance pool","handle chemical cleaning agents","0","skill/competence","cross-sector"
"16975","409738","kariera","Basic knowledge of English (optional)","english","0","knowledge","transversal"
"16976","409738","kariera","Knowledge of Greek","understand spoken greek","0","skill/competence","transversal"
"16977","409739","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"16978","409739","kariera","Excellent computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"16979","409739","kariera","MS Office","office software","0","knowledge","cross-sector"
"16980","409740","kariera","Knowledge of English","english","0","knowledge","transversal"
"16981","409742","kariera","Knowledge of English","english","0","knowledge","transversal"
"16982","409742","kariera","Basic knowledge","business knowledge","0","knowledge","sector-specific"
"16983","409742","kariera","H/Y communication skills","communication principles","0","knowledge","cross-sector"
"16984","409742","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"16985","409742","kariera","Time flexibility","manage time","0","skill/competence","transversal"
"16986","409742","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"16987","409742","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"16988","409742","kariera","Time flexibility","manage time","0","skill/competence","transversal"
"16989","409743","kariera","Basic knowledge of local routes","condition of local roads","0","knowledge","occupation-specific"
"16990","409744","kariera","Excellent knowledge of Softone or other ERP","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"16991","409744","kariera","Exceptional communication skills","be attentive","0","skill/competence","occupation-specific"
"16992","409744","kariera","Organisation and consistency","work in an organised manner","0","skill/competence","cross-sector"
"16993","409744","kariera","Attention to detail and ability to solve problems","attention to detail","0","knowledge","cross-sector"
"16994","409744","kariera","Capacity to manage timetables and work pressure","cope with challenging demands","0","skill/competence","sector-specific"
"16995","409744","kariera","AEI/TEI experience","electrical instrumentation engineering","0","knowledge","sector-specific"
"16996","409744","kariera","Very good knowledge of English language","english","0","knowledge","transversal"
"16997","409745","kariera","communication skills","communication principles","0","knowledge","cross-sector"
"16998","409745","kariera","consistency","adjust solutions' consistency","0","skill/competence","cross-sector"
"16999","409745","kariera","professionalism","show professional responsibility","0","skill/competence","cross-sector"
"17000","409745","kariera","know-how","business knowledge","0","knowledge","sector-specific"
"17001","409746","kariera","Good use of computers/tablets etc","use ict peripherals","0","skill/competence","transversal"
"17002","409746","kariera","Good knowledge of English","english","0","knowledge","transversal"
"17003","409748","kariera","Knowledge of English","english","0","knowledge","transversal"
"17004","409748","kariera","Basic knowledge of H/Y (likely 'Hellas' or 'Yenakis', but unclear)","welsh","0","knowledge","transversal"
"17005","409748","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17006","409748","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"17007","409748","kariera","Time flexibility","manage time","0","skill/competence","transversal"
"17008","409749","kariera","Developed communication and cooperation skills","communication","0","knowledge","cross-sector"
"17009","409749","kariera","Pressure working capability","operate pressure washer","0","skill/competence","sector-specific"
"17010","409750","kariera","Excellent technical knowledge","provide technical expertise","0","skill/competence","cross-sector"
"17011","409750","kariera","Service knowledge","characteristics of services","0","knowledge","sector-specific"
"17012","409750","kariera","English language skills","english","0","knowledge","transversal"
"17013","409750","kariera","Desirable experience in a la carte restaurants or hotel restaurants (4 and 5 stars)","food service operations","0","knowledge","occupation-specific"
"17014","409750","kariera","Spirit of teamwork and cooperation","teamwork principles","0","knowledge","cross-sector"
"17015","409751","kariera","Excellent use of English (written and spoken)","communicate in english in a competent way","0","skill/competence","sector-specific"
"17016","409751","kariera","Autocad 2D and 3D","create autocad drawings","0","skill/competence","cross-sector"
"17017","409751","kariera","MEPS or Revit","maintain microelectromechanical systems","0","skill/competence","occupation-specific"
"17018","409752","kariera","communication skills","communication principles","0","knowledge","cross-sector"
"17019","409752","kariera","pleasant personality","psychology","0","knowledge","cross-sector"
"17020","409752","kariera","time flexibility","manage time","0","skill/competence","transversal"
"17021","409752","kariera","continuous training and education","keep up to date with subject knowledge","0","skill/competence","sector-specific"
"17022","409752","kariera","ability for professional development","manage personal professional development","0","skill/competence","cross-sector"
"17023","409753","kariera","HTML/CSS","css","0","knowledge","sector-specific"
"17024","409753","kariera","PHP","php","0","knowledge","sector-specific"
"17025","409753","kariera","Laravel","php","0","knowledge","sector-specific"
"17026","409753","kariera","Excellent knowledge of English language (vocals and writings)","communicate in english in a competent way","0","skill/competence","sector-specific"
"17027","409754","kariera","Good communication and social skills","be attentive","0","skill/competence","occupation-specific"
"17028","409754","kariera","Positive personality","personality development theories","0","knowledge","cross-sector"
"17029","409755","kariera","SQL Server","sql server","0","knowledge","sector-specific"
"17030","409755","kariera","JavaScript","javascript","0","knowledge","sector-specific"
"17031","409755","kariera","ERP Software","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"17032","409756","kariera","Knowledge of anatomy","anatomy of animals","0","knowledge","sector-specific"
"17033","409756","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"17034","409756","kariera","Computer skills","use a computer","0","skill/competence","cross-sector"
"17035","409756","kariera","Ability to activate EU S.A.","manage localisation","0","skill/competence","cross-sector"
"17036","409757","kariera","Negotiating skills","handle conflicts","0","skill/competence","cross-sector"
"17037","409757","kariera","Communicative skills","communication principles","0","knowledge","cross-sector"
"17038","409757","kariera","Ability to organize and manage time","manage time","0","skill/competence","transversal"
"17039","409757","kariera","Ability to travel","accompany people","0","skill/competence","sector-specific"
"17040","409757","kariera","Knowledge of Attica","ancient greek","0","knowledge","cross-sector"
"17041","409758","kariera","Analytical methods (HPLC / LC-MS/MS / ICP-MS)","analytical chemistry","0","knowledge","cross-sector"
"17042","409758","kariera","Good knowledge of English","english","0","knowledge","transversal"
"17043","409759","kariera","Good knowledge and management of quality systems","quality control systems","0","knowledge","sector-specific"
"17044","409759","kariera","Knowledge and monitoring of implementation and compliance of systems HACCP","assess haccp implementation in plants","0","skill/competence","sector-specific"
"17045","409759","kariera","Understanding ISO standards and regulations 22000:2018","quality standards","0","knowledge","cross-sector"
"17046","409759","kariera","Organisation and attention to detail","attention to detail","0","knowledge","cross-sector"
"17047","409759","kariera","Responsibility and ability to manage time grouping and cooperation capacity to solve problems and work under pressure","work in teams","0","skill/competence","transversal"
"17048","409759","kariera","Experience in supporting chemical analyses and conducting quality controls through quality systems","manage chemical processes inspection","0","skill/competence","cross-sector"
"17049","409760","kariera","Knowledge of English","english","0","knowledge","transversal"
"17050","409760","kariera","Time flexibility","manage time","0","skill/competence","transversal"
"17051","409760","kariera","Communication ability","communication","0","knowledge","cross-sector"
"17052","409760","kariera","Ability for professional development","manage personal professional development","0","skill/competence","cross-sector"
"17053","409761","kariera","Proper communication skills","be attentive","0","skill/competence","occupation-specific"
"17054","409761","kariera","Focus on customer satisfaction","satisfy customers","0","skill/competence","cross-sector"
"17055","409761","kariera","Group spirit, consistency and organization competence","work as a team","0","skill/competence","cross-sector"
"17056","409762","kariera","Excellent computer knowledge","have computer literacy","0","skill/competence","cross-sector"
"17057","409762","kariera","MS Office","office software","0","knowledge","cross-sector"
"17058","409762","kariera","English language skills","english","0","knowledge","transversal"
"17059","409762","kariera","Organization and communication skills","work as a team","0","skill/competence","cross-sector"
"17060","409763","kariera","Reasonability","logic","0","knowledge","cross-sector"
"17061","409763","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17062","409763","kariera","Pleasant and dynamic character","assess character","0","skill/competence","cross-sector"
"17063","409764","kariera","English language knowledge","english","0","knowledge","transversal"
"17064","409764","kariera","Basic communication skills","communication principles","0","knowledge","cross-sector"
"17065","409764","kariera","Pleasant personality","psychology","0","knowledge","cross-sector"
"17066","409764","kariera","Time flexibility","manage time","0","skill/competence","transversal"
"17067","409764","kariera","Ability to work in a fast-paced environment","handle stressful situations","0","skill/competence","cross-sector"
"17068","409765","kariera","Background in electrical avionic or computer systems engineering roles","electrical engineering","0","knowledge","cross-sector"
"17069","409765","kariera","Experience with simulators or simulator systems maintenance, foul finding direct resolution is beneficial but not essential","run simulations","0","skill/competence","cross-sector"
"17070","409766","kariera","Exceptional attention to details and presentation in nail care and waxing treatments","cosmetic manicure","0","knowledge","cross-sector"
"17071","409766","kariera","Excellent customer service skills","deliver outstanding service","0","skill/competence","cross-sector"
"17072","409766","kariera","Strong knowledge of nail products, techniques, and latest trends in nail care","treat patients' nails","0","skill/competence","occupation-specific"
"17073","409766","kariera","Ability to work in a fast-paced environment while maintaining calm and professional demeanor","handle stressful situations","0","skill/competence","cross-sector"
"17074","409766","kariera","Excellent communication skills (fluency in English, additional languages a plus)","be attentive","0","skill/competence","occupation-specific"
"17075","409766","kariera","Strong grooming and presentation standards","take care of personal appearance","0","skill/competence","cross-sector"
"17076","409766","kariera","Skin care knowledge and experience in facial processes (a plus)","perform facial treatment","0","skill/competence","sector-specific"
"17077","409767","kariera","Good knowledge of MS Office, with emphasis on Excel","use microsoft office","0","skill/competence","cross-sector"
"17078","409767","kariera","Knowledge of ERP systems","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"17079","409767","kariera","Knowledge of a bibliographic system","carry out bibliographic work","0","skill/competence","sector-specific"
"17080","409768","kariera","Professional communication","inter-professional communication in the psychosocial field","0","knowledge","occupation-specific"
"17081","409768","kariera","Good use of Greek and English","understand written greek","0","skill/competence","transversal"
"17082","409768","kariera","Knowledge of applications","process applications","0","skill/competence","occupation-specific"
"17083","409768","kariera","Ability to move out of Athens for short-day visits","transport visitors","0","skill/competence","occupation-specific"
"17084","409768","kariera","Comfort in professional communication","inter-professional communication in the psychosocial field","0","knowledge","occupation-specific"
"17085","409768","kariera","Team spirit","team building","0","knowledge","occupation-specific"
"17086","409768","kariera","Ambition for professional development","manage personal professional development","0","skill/competence","cross-sector"
"17087","409769","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17088","409769","kariera","Presentation skills","conduct public presentations","0","skill/competence","cross-sector"
"17089","409769","kariera","Teamwork environment","work as a team","0","skill/competence","cross-sector"
"17090","409769","kariera","Passion to support refugees and humanitarian actions","asylum systems","0","knowledge","sector-specific"
"17091","409769","kariera","Ability to work in a team environment","work in teams","0","skill/competence","transversal"
"17092","409770","kariera","Basic knowledge of English language","english","0","knowledge","transversal"
"17093","409770","kariera","PC profile","profile people","0","skill/competence","sector-specific"
"17094","409771","kariera","Strong organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17095","409771","kariera","Attention to detail","attention to detail","0","knowledge","cross-sector"
"17096","409771","kariera","Efficient work habits","work efficiently","0","skill/competence","transversal"
"17097","409771","kariera","Good communication skills","be attentive","0","skill/competence","occupation-specific"
"17098","409771","kariera","Ability to handle physical aspects of clothing distribution and collection","maintain wardrobe","0","skill/competence","sector-specific"
"17099","409772","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17100","409772","kariera","Sales skills","sales promotion techniques","0","knowledge","sector-specific"
"17101","409773","kariera","Professional behavior and team spirit of cooperation","cooperate with colleagues","0","skill/competence","cross-sector"
"17102","409775","kariera","MS Project expertise","project management","0","knowledge","sector-specific"
"17103","409775","kariera","Positive elaboration skills","use positive language","0","skill/competence","sector-specific"
"17104","409775","kariera","Working experience in a similar field or industry","perform occupation analyses","0","skill/competence","sector-specific"
"17105","409776","kariera","Sales skills","sales promotion techniques","0","knowledge","sector-specific"
"17106","409776","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17107","409776","kariera","Empathy skills","have emotional intelligence","0","skill/competence","sector-specific"
"17108","409776","kariera","Adaptability","adapt to change","0","skill/competence","transversal"
"17109","409776","kariera","Professional presence and behavior","deal with public","0","skill/competence","sector-specific"
"17110","409776","kariera","Ideal in a selective company developed level","identify with the company's goals","0","skill/competence","sector-specific"
"17111","409777","kariera","English as a second language or wine offering in question","english","0","knowledge","transversal"
"17112","409777","kariera","A plus German","german","0","knowledge","transversal"
"17113","409777","kariera","Professional reputation and appearance","take care of personal appearance","0","skill/competence","cross-sector"
"17114","409777","kariera","Knowledge of local vineyards and wineries","viticulture","0","knowledge","sector-specific"
"17115","409778","kariera","invoicing knowledge","issue sales invoices","0","skill/competence","sector-specific"
"17116","409778","kariera","soft one program knowledge or similar programs","use logic programming","0","skill/competence","sector-specific"
"17117","409779","kariera","Customer Service","customer service","0","knowledge","sector-specific"
"17118","409780","kariera","Fluent in English","english","0","knowledge","transversal"
"17119","409780","kariera","Good MS Office skills","office software","0","knowledge","cross-sector"
"17120","409780","kariera","Strong organization skills","work in an organised manner","0","skill/competence","cross-sector"
"17121","409780","kariera","Multi-tasking and ability to meet deadlines","meet deadlines","0","skill/competence","cross-sector"
"17122","409780","kariera","Effective communication and association management","cooperate to resolve information issues","0","skill/competence","occupation-specific"
"17123","409781","kariera","Fluent in English","english","0","knowledge","transversal"
"17124","409781","kariera","Good MS Office skills","office software","0","knowledge","cross-sector"
"17125","409781","kariera","Good command of ECTD software and CESP platform","develop electronic test procedures","0","skill/competence","cross-sector"
"17126","409782","kariera","Excellent customer-oriented skills","satisfy customers","0","skill/competence","cross-sector"
"17127","409782","kariera","Excellent communication knowledge","communication","0","knowledge","cross-sector"
"17128","409782","kariera","Experience in IT/Business software","office software","0","knowledge","cross-sector"
"17129","409783","kariera","Autocad","cadd software","0","knowledge","cross-sector"
"17130","409783","kariera","Microsoft Office","office software","0","knowledge","cross-sector"
"17131","409783","kariera","English language skills","english","0","knowledge","transversal"
"17132","409783","kariera","Communication and organization skills","communication principles","0","knowledge","cross-sector"
"17133","409783","kariera","ATE/TEI in the direction of Mechanical Engineer","mechanical engineering","0","knowledge","sector-specific"
"17134","409784","kariera","Good knowledge of the English language","english","0","knowledge","transversal"
"17135","409784","kariera","Using a computer","use a computer","0","skill/competence","cross-sector"
"17136","409784","kariera","Team cooperation to achieve results","teamwork principles","0","knowledge","cross-sector"
"17137","409784","kariera","Pleasant customer-oriented personality","customer service","0","knowledge","sector-specific"
"17138","409784","kariera","Developed ability to communicate and organize","interact with others","0","skill/competence","transversal"
"17139","409785","kariera","Licensed electrical project knowledge and detection/repair capacity","maintain lighting equipment","0","skill/competence","sector-specific"
"17140","409785","kariera","Ability to perform mechanical work and repair damage","mechanical components of vehicles","0","knowledge","sector-specific"
"17141","409785","kariera","Knowledge of English","english","0","knowledge","transversal"
"17142","409785","kariera","Prior experience in corresponding object transport, films, car workshop, riders, and walkways for the machine technician/practical engineer","transport office equipment","0","skill/competence","occupation-specific"
"17143","409785","kariera","Ability to learn new objects and technologies","learning technologies","0","knowledge","sector-specific"
"17144","409786","kariera","Foreign languages","foreign languages for international careers","0","knowledge","cross-sector"
"17145","409786","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17146","409786","kariera","Studying every outfit and its combinations","analyse costume sketches","0","skill/competence","occupation-specific"
"17147","409786","kariera","Talent for communication","communication","0","knowledge","cross-sector"
"17148","409787","kariera","Excellent knowledge of ELP and tax legislation","advise on tax planning","0","skill/competence","cross-sector"
"17149","409787","kariera","Excellent computer handling knowledge accounting programs Microsoft Office and special spreadsheets Excel","use accounting systems","0","skill/competence","cross-sector"
"17150","409788","kariera","familiarization using computers","memorise information","0","skill/competence","transversal"
"17151","409788","kariera","email","electronic communication","0","knowledge","cross-sector"
"17152","409788","kariera","word","use word processing software","0","skill/competence","transversal"
"17153","409788","kariera","related experience in the field of hydraulic installations","install hydraulic systems","0","skill/competence","cross-sector"
"17154","409788","kariera","manager organizer skills","own management skills","0","skill/competence","occupation-specific"
"17155","409789","kariera","Fluent oral and written skills in Greek","greek","0","knowledge","transversal"
"17156","409789","kariera","Fluent oral and written skills in English","communicate in english in a competent way","0","skill/competence","sector-specific"
"17157","409789","kariera","Computer literacy","have computer literacy","0","skill/competence","cross-sector"
"17158","409790","kariera","Developed communicative skills","communication principles","0","knowledge","cross-sector"
"17159","409790","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17160","409790","kariera","Negotiation spirit of teamwork and cooperation","work in teams","0","skill/competence","transversal"
"17161","409790","kariera","Pelatoccentric approach and understanding the needs of customers","identify customer's needs","0","skill/competence","sector-specific"
"17162","409790","kariera","Basic knowledge of English language (written and spoken)","english","0","knowledge","transversal"
"17163","409790","kariera","Good computer knowledge and use MS Office","use microsoft office","0","skill/competence","cross-sector"
"17164","409791","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17165","409791","kariera","Language skills (foreign languages)","speak different languages","0","skill/competence","cross-sector"
"17166","409791","kariera","Studying every outfit and its combinations","analyse costume sketches","0","skill/competence","occupation-specific"
"17167","409791","kariera","Talent for communication","communication","0","knowledge","cross-sector"
"17168","409792","kariera","Trouble solving skills","address problems critically","0","skill/competence","cross-sector"
"17169","409792","kariera","Team spirit","team building","0","knowledge","occupation-specific"
"17170","409792","kariera","Responsibility","show responsibility","0","skill/competence","cross-sector"
"17171","409792","kariera","Post training","evaluate training","0","skill/competence","cross-sector"
"17172","409793","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"17173","409793","kariera","Use of computer (h/)","use a computer","0","skill/competence","cross-sector"
"17174","409793","kariera","Teamwork and cooperation","work in teams","0","skill/competence","transversal"
"17175","409793","kariera","Pre-service in retail","prepare the restaurant for service","0","skill/competence","occupation-specific"
"17176","409794","kariera","Excellent organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17177","409794","kariera","Good communication skills","be attentive","0","skill/competence","occupation-specific"
"17178","409794","kariera","Knowledge of computer use","have computer literacy","0","skill/competence","cross-sector"
"17179","409794","kariera","English language proficiency","english","0","knowledge","transversal"
"17180","409795","kariera","Strong commercial ability","business knowledge","0","knowledge","sector-specific"
"17181","409795","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"17182","409795","kariera","Knowledge of computer handling","computer equipment","0","knowledge","sector-specific"
"17183","409795","kariera","Organization and class","organisational structure","0","knowledge","cross-sector"
"17184","409795","kariera","Good knowledge of English language","english","0","knowledge","transversal"
"17185","409795","kariera","Experience coordinating a group of individuals in the fashion sector is an advantage","portfolio management in textile manufacturing","0","knowledge","cross-sector"
"17186","409795","kariera","Knowledge of the fashion sector","clothing industry","0","knowledge","sector-specific"
"17187","409795","kariera","Lover of detail","attention to detail","0","knowledge","cross-sector"
"17188","409796","kariera","Excellent computer usage","use a computer","0","skill/competence","cross-sector"
"17189","409796","kariera","Knowledge of Microsoft Office programs","office software","0","knowledge","cross-sector"
"17190","409796","kariera","Knowledge of English","english","0","knowledge","transversal"
"17191","409796","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17192","409796","kariera","Communicative skills","communication principles","0","knowledge","cross-sector"
"17193","409796","kariera","2-year experience",,"1",NULL,NULL
"17194","409797","kariera","Ability to employ in flexible hours/shifts","work in shifts","0","skill/competence","cross-sector"
"17195","409797","kariera","Very good knowledge of English language","english","0","knowledge","transversal"
"17196","409797","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"17197","409797","kariera","Team spirit of cooperation","work as a team","0","skill/competence","cross-sector"
"17198","409799","kariera","Passion for products","household products","0","knowledge","sector-specific"
"17199","409799","kariera","Appetite for work and initiative","demonstrate enthusiasm","0","skill/competence","transversal"
"17200","409799","kariera","Excellent communication skills","be attentive","0","skill/competence","occupation-specific"
"17201","409799","kariera","Good knowledge of English","english","0","knowledge","transversal"
"17202","409800","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17203","409800","kariera","Language skills (foreign languages)","speak different languages","0","skill/competence","cross-sector"
"17204","409800","kariera","Studying every outfit and its combinations","analyse costume sketches","0","skill/competence","occupation-specific"
"17205","409800","kariera","Talent for communication","communication","0","knowledge","cross-sector"
"17206","409801","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17207","409801","kariera","Group work skills","work in teams","0","skill/competence","transversal"
"17208","409802","kariera","ability to diagnose and solve technical problems","solve technical problems","0","skill/competence","transversal"
"17209","409802","kariera","ability to organise and manage a team","manage a team","0","skill/competence","cross-sector"
"17210","409802","kariera","excellent communication and organizational skills","be attentive","0","skill/competence","occupation-specific"
"17211","409802","kariera","good knowledge of maintenance tools and technical procedures","engine components","0","knowledge","cross-sector"
"17212","409802","kariera","understanding health and safety procedures in the workplace","health and safety in the workplace","0","knowledge","cross-sector"
"17213","409802","kariera","knowledge of technical standards and regulations e.g. iso 9001 iso 14001 relating to equipment maintenance","inspect industrial equipment","0","skill/competence","cross-sector"
"17214","409803","kariera","Excellent customer service skills","deliver outstanding service","0","skill/competence","cross-sector"
"17215","409803","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17216","409803","kariera","Disposal for learning and development","dispose waste","0","skill/competence","cross-sector"
"17217","409803","kariera","Pleasant and dynamic personality","psychology","0","knowledge","cross-sector"
"17218","409803","kariera","Group spirit","team building","0","knowledge","occupation-specific"
"17219","409803","kariera","Immediate response to tasks","react to events in time-critical environments","0","skill/competence","cross-sector"
"17220","409804","kariera","SAP Consultant experience","manage standard enterprise resource planning system","0","skill/competence","sector-specific"
"17221","409805","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17222","409805","kariera","Leadership ability","lead others","0","skill/competence","transversal"
"17223","409805","kariera","Strategic thinking","apply strategic thinking","0","skill/competence","cross-sector"
"17224","409805","kariera","Persuasion","persuade others","0","skill/competence","transversal"
"17225","409805","kariera","Excellent speaking skills","rhetoric","0","knowledge","cross-sector"
"17226","409805","kariera","Excellent knowledge of MS Office and ERP information systems","office software","0","knowledge","cross-sector"
"17227","409805","kariera","Good knowledge of English","english","0","knowledge","transversal"
"17228","409806","kariera","Strong leadership and team management skills","lead a team","0","skill/competence","cross-sector"
"17229","409806","kariera","Excellent communication and interpersonal abilities","be attentive","0","skill/competence","occupation-specific"
"17230","409806","kariera","Problem-solving and decision-making skills","address problems critically","0","skill/competence","cross-sector"
"17231","409806","kariera","Knowledge of hospitality industry trends and best practices","keep up with trends in eating out","0","skill/competence","sector-specific"
"17232","409806","kariera","Excellent knowledge of English","english","0","knowledge","transversal"
"17233","409807","kariera","Exceptional communication and analytical skills","be attentive","0","skill/competence","occupation-specific"
"17234","409807","kariera","Fluency in English (written and spoken)","english","0","knowledge","transversal"
"17235","409807","kariera","Strong presentation skills","conduct public presentations","0","skill/competence","cross-sector"
"17236","409807","kariera","Ability to multitask and perform effectively under tight deadlines","meet deadlines","0","skill/competence","cross-sector"
"17237","409807","kariera","High levels of responsiveness, trust, and confidentiality","maintain the trust of service users","0","skill/competence","cross-sector"
"17238","409808","kariera","Excellent knowledge and experience in ELP VAT CFE","dump contents into vat","0","skill/competence","sector-specific"
"17239","409808","kariera","Excellent knowledge of labour - insurance legislation","labour legislation","0","knowledge","cross-sector"
"17240","409808","kariera","Excellent knowledge of computer handling and Microsoft Office","have computer literacy","0","skill/competence","cross-sector"
"17241","409808","kariera","Knowledge of how to handle accounting commercial programs Pylon Data","accounting","0","knowledge","cross-sector"
"17242","409808","kariera","Knowledge of compliance with electronic books MyData","ensure proper document management","0","skill/competence","cross-sector"
"17243","409809","kariera","Excellent knowledge of MS Office applications","office software","0","knowledge","cross-sector"
"17244","409809","kariera","Excellent knowledge of English language","english","0","knowledge","transversal"
"17245","409809","kariera","Knowledge of measurement indicators and performance assessment principles","track key performance indicators","0","skill/competence","cross-sector"
"17246","409809","kariera","Experience in clothing management","maintain wardrobe","0","skill/competence","sector-specific"
"17247","409810","kariera","Passion for coffee and customer service","coffee","1",NULL,NULL
"17248","409810","kariera","Developed communication skills","communication","0","knowledge","cross-sector"
"17249","409810","kariera","Competence to learn quickly and follow procedures","attention to detail","0","knowledge","cross-sector"
"17250","409810","kariera","Ability to recognize customer needs and propose products","identify customer's needs","0","skill/competence","sector-specific"
"17251","409810","kariera","Knowledge of English","english","0","knowledge","transversal"
"17252","409811","kariera","Communication skills","communication principles","0","knowledge","cross-sector"
"17253","409811","kariera","P.E.I. trading","trade securities","0","skill/competence","cross-sector"
"17254","409812","kariera","Excel reporting","use spreadsheets software","0","skill/competence","transversal"
"17255","409812","kariera","Computerization (WMS systems such as Mantis)","webcms","0","knowledge","sector-specific"
"17256","409812","kariera","Organizational skills","work in an organised manner","0","skill/competence","cross-sector"
"17257","409812","kariera","Analytical thinking","think analytically","0","skill/competence","cross-sector"
"17258","409812","kariera","Methodical thinking","think analytically","0","skill/competence","cross-sector"
"17259","409812","kariera","Knowledge of WMS systems like Mantis","webcms","0","knowledge","sector-specific"
"17260","409813","kariera","Fluent in Greek and English (both written and spoken)","greek","0","knowledge","transversal"
"17261","409813","kariera","Additional languages are a plus","foreign languages for international careers","0","knowledge","cross-sector"
"17262","409813","kariera","Excellent communication and interpersonal skills","be attentive","0","skill/competence","occupation-specific"
"17263","409813","kariera","Strong problem-solving abilities and attention to detail","attention to detail","0","knowledge","cross-sector"
"17264","409813","kariera","Basic knowledge of property maintenance and troubleshooting","examine the conditions of buildings","0","skill/competence","cross-sector"
